Title, Summary, Date, Link, 
New World China breaks five-year loan hiatus,New World China Land the mainland China property business arm of Hong Kong’s New World Development Co has returned to the offshore loan market after five years for a HK$5bn ($643m) borrowing.,14 Jan 2020,https://www.globalcapital.com/article/b1jws6vrjpsv68/new-world-china-breaks-five-year-loan-hiatus
Seazen pockets $351m from HK placement,Chinese property developer Seazen Group raised HK$2.73bn ($351.3m) on Monday from a sale of new shares increasing the offering size on the back of strong demand according to a source familiar with the deal.,14 Jan 2020,https://www.globalcapital.com/article/b1jwryf8clzzbq/seazen-pockets-$351m-from-hk-placement
Greater China issuers flood market with dollar bonds,Seven borrowers from Greater China raised about $2bn from new dollar bonds on Monday while Hong Kong's Cathay Pacific tapped the Singapore dollar market.,14 Jan 2020,https://www.globalcapital.com/article/b1jwrvjww17nf0/greater-china-issuers-flood-market-with-dollar-bonds
Chile wins green certification ahead of bond return,Chile will return to international markets with a green bond to fund transport plans after its portfolio of projects received a favourable opinion from third-party providers.,14 Jan 2020,https://www.globalcapital.com/article/b1jwrbj0428r59/chile-wins-green-certification-ahead-of-bond-return
Femsa bottle pays off with tight 30 year,Fomento Económico Mexicano (Femsa) the Mexican conglomerate sold $1.5bn of 30 year bonds on Tuesday more than three months after completing a roadshow as DCM bankers said that the decision not to bow to investor demands last year had paid off.,14 Jan 2020,https://www.globalcapital.com/article/b1jwr49jzylyzn/femsa-bottle-pays-off-with-tight-30-year
Proactive Mexico notches flat concession on euro return,Remarkable funding conditions drove Mexico to the euro market on Tuesday just a week after it issued in dollars as a bulging order book again suggested that investor fears over the government’s management of the economy have subsided.,14 Jan 2020,https://www.globalcapital.com/article/b1jwqyl2xgxmtf/proactive-mexico-notches-flat-concession-on-euro-return
Libor loan forgiveness cast shadow over SLABS,Student loan ABS is facing a host of uncertainties this year as cessation of Libor as a benchmark quickly approaches and momentum behind loan forgiveness accelerates. Strong technical factors will be offset by headline risk weighing on spreads according to sources.,13 Jan 2020,https://www.globalcapital.com/article/b1jwkv0rzmtnz2/libor-loan-forgiveness-cast-shadow-over-slabs
Mortgage fintech LendInvest names new CEO,Online mortgage lender LendInvest has announced that co-founder and CEO Christian Faes is handing over management of the company to Rod Lockhart who has been named as the new chief executive.,13 Jan 2020,https://www.globalcapital.com/article/b1jwjyhqzwtk9n/mortgage-fintech-lendinvest-names-new-ceo
Goldman brings first green CMBS deal to Europe,Goldman Sachs is bringing River Green Finance 2020 the first European commercial mortgage-backed security (CMBS) of the year and the first in Europe to be marketed as green.,13 Jan 2020,https://www.globalcapital.com/article/b1jwjcy9yd97jj/goldman-brings-first-green-cmbs-deal-to-europe
CVC Credit offers acquisition unitranche lending to Sabio,CVC Credit Partners has provided an acquisition facility and a unitranche loan to Sabio a UK firm providing customer engagement tools to bluechip companies.,13 Jan 2020,https://www.globalcapital.com/article/b1jwj9c8rjxysx/cvc-credit-offers-acquisition-unitranche-lending-to-sabio
Orderbooks bulge as corporate bonds turn green,Environmentally minded investors piled into green and sustainable corporate bond issues in Europe on Monday with deals for Energias de Portugal South Korean steel company Posco and National Grid garnering around €10.3bn of demand.,13 Jan 2020,https://www.globalcapital.com/article/b1jwj2kgr2c7b8/orderbooks-bulge-as-corporate-bonds-turn-green
Lombard hires for absolute return push,Lombard Odier Investment Managers has appointed Alex Maubourguet to take charge of its new absolute return strategy.,13 Jan 2020,https://www.globalcapital.com/article/b1jwj0582dqppf/lombard-hires-for-absolute-return-push
Salini’s €250m exchange deal expected to turn pricey,Italian construction giant Salini Impregilo offered to exchange its 3.75% notes due in 2021 to new non-call life senior notes maturing in seven years. The €250m deal is set to be completed by Friday this week with initial price thoughts of 3.875% — indicating that Salini may have lost favour among investors and will have to pay extra to extend maturities.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhx2yrjqb10/salinis-250m-exchange-deal-expected-to-turn-pricey
National Grid makes roaring green euro debut,The UK’s National Grid Electricity Transmission made a barnstorming entrance to the green bond market on Monday cutting its spread and winning a bumper book for its first euro bond issue in more than a decade.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhnn58tk6b2/national-grid-makes-roaring-green-euro-debut
CrossLend to play into Capital Markets Union drive,CrossLend’s securitization platform is designed to allow smaller firms to buy and sell debt portfolios more easily. It has been backed by Santander’s venture capital fund which sees it as tapping into various trends in European capital markets.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhqw6p2dbb1/crosslend-to-play-into-capital-markets-union-drive
EFSF grabs big book for 30 year as EIB CEB and sovereigns hit screens,The European Financial Stability Facility took the spotlight in the euro public sector bond market on Monday with an intraday execution ahead of a busy week. The European Investment Bank Council of Europe Development Bank Spain and Cyprus have all announced new deals.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhgw3npbvgb/efsf-grabs-big-book-for-30-year-as-eib-ceb-and-sovereigns-hit-screens
CPPIB jumps into scorching sterling market,CPPIB Capital is looking to take advantage of a red hot sterling bond market after hiring banks on Monday to prepare its debut trade in the currency.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhfrpn0dtlk/cppib-jumps-into-scorching-sterling-market
Canada and KfW line up in popular dollar market,KfW picked banks on Monday to lead the dollar market's first three year SSA deal of the year while infrequent issuer Canada is looking to ride the recent wave of five year dollar supply after appointing banks to lead a new benchmark deal.,13 Jan 2020,https://www.globalcapital.com/article/b1jwhmcc4fzmxg/canada-and-kfw-line-up-in-popular-dollar-market
Banks line up more blocks after rapid start to 2020,Equity capital markets bankers are lining up further accelerated equity sales after a series of successful block trades last week. They are hoping that market optimism persists to allow them to print trades before corporate blackouts prevent insider sales.,13 Jan 2020,https://www.globalcapital.com/article/b1jwh079y95qsx/banks-line-up-more-blocks-after-rapid-start-to-2020
Eurozone covered bond issuers to feed ECB,Four covered bond issuers from Germany Austria France and Belgium have announced deals that are expected to be launched on Tuesday and will be heavily bought by the European Central Bank.,13 Jan 2020,https://www.globalcapital.com/article/b1jwh1419vbt38/eurozone-covered-bond-issuers-to-feed-ecb
Asia grows its influence in European private debt,Gradually over the past decade Asian investors have become more and more important to European corporate private debt markets to the point where they are now often indispensable. Asian borrowers have been slower to appear but are now arriving. However while these arrivals have largely benefited these markets they have introduced a few complications.,13 Jan 2020,https://www.globalcapital.com/article/b1jwh3hwm59x5n/asia-grows-its-influence-in-european-private-debt
BNPP swaps in Ferdane as financials coverage head,Sandrine Ferdane has been appointed BNP Paribas’s new global head of financial institutions coverage (FIC) replacing José Placido who has a new role as chief executive of the corporate and investment bank for the Americas.,13 Jan 2020,https://www.globalcapital.com/article/b1jwgv66jn181z/bnpp-swaps-in-ferdane-as-financials-coverage-head
Scarce supply helps covered bond issuers price deals flat to fair value,A lack of supply relative to 2019 and much more aggressive central bank buying ensured that Banco Sabadell Royal Bank of Canada Deutsche Bank and RLB Oberösterreich were able to price their respective covered bonds flat to fair value on Monday.,13 Jan 2020,https://www.globalcapital.com/article/b1jwgm5c7q2b4q/scarce-supply-helps-covered-bond-issuers-price-deals-flat-to-fair-value
'Very active’ UniCredit doubles back around for MREL in euros,UniCredit has returned to the euro market for a dual-tranche offering of non-preferred senior debt a matter of days after having completed the sale of a new tier two bond.,13 Jan 2020,https://www.globalcapital.com/article/b1jwgzqzjhxg9n/39very-active-unicredit-doubles-back-around-for-mrel-in-euros
Loan mart misses out on Just Eat financing,The sluggish European loan market has been dealt another blow this week after Takeaway.com got overwhelming support for its all share merger with Just Eat to kill a £5.5bn ($7.16bn) loan funded rival offer from Prosus.,13 Jan 2020,https://www.globalcapital.com/article/b1jwglm53j562l/loan-mart-misses-out-on-just-eat-financing
Cades lining up for €4bn in 2020,Caisse d’Amortissement de la Dette Sociale has a €4bn funding programme lined up for 2020 matching the total it raised in 2019.,13 Jan 2020,https://www.globalcapital.com/article/b1jwgbnwr8t4yl/cades-lining-up-for-4bn-in-2020
UBI Banca lands blowout with debut AT1,Unione di Banche Italiane was close to 14 times subscribed for a €400m additional tier one (AT1) in the euro market on Monday as it capitalised on expectations of scarce supply in the asset class. The debut deal means the bank will become the fourth Italian issuer of AT1 capital.,13 Jan 2020,https://www.globalcapital.com/article/b1jwfwzs739s89/ubi-banca-lands-blowout-with-debut-at1
Credit Bank of Moscow readies roadshow,Private Russian bank Credit Bank of Moscow announced a roadshow on Monday mandating banks for the sale of a benchmark five year dollar deal.,13 Jan 2020,https://www.globalcapital.com/article/b1jwfrlbvf5kj3/credit-bank-of-moscow-readies-roadshow
UK dual class rule review 'makes sense',The UK government should consider consulting on changes to the country’s listing rules after Brexit to attract more high growth companies to the London Stock Exchange including allowing dual class share structures on the premium segment according to Claire Keast-Butler a partner at Cooley in London,13 Jan 2020,https://www.globalcapital.com/article/b1jwglt3rr97x4/uk-dual-class-rule-review-39makes-sense39
Goldman creates sustainability council,Goldman Sachs is forming a Sustainable Solutions Council for its investment banking division with four members for the Europe Middle East and Africa region.,13 Jan 2020,https://www.globalcapital.com/article/b1jwf6yp3k7r5b/goldman-creates-sustainability-council
Anta Sports launches €1bn zero coupon CB,Hong Kong-listed Anta Sports Products hit the market with a €1bn convertible bond on Monday after the close of business according to a term sheet seen by GlobalCapital Asia.,13 Jan 2020,https://www.globalcapital.com/article/b1jwdvn45dd3mc/anta-sports-launches-1bn-zero-coupon-cb
Climate and digitisation to dominate SSAs’ 2020,An unusual note of optimism defines the attitude of Europe’s public sector issuers as they approach 2020. While many other markets are beset by fears of a slowdown in global growth trade wars and Brexit SSA borrowers are confident in their borrowing strategies and loyal investor bases.
Despite a change of face in the ECB’s top job rates are still set to remain low for the foreseeable future. Accordingly investors are having to grit their teeth to stomach the scanty yields on offer for euro SSA assets.
Although SSAs are offering little in the way of yield their place as pioneers of the evolving SRI market always ensures lively debate. In this roundtable held in early November market participants on both the buyside and the sell side favoured a more holistic assessment of issuers’ ESG profiles rather than relying on labelled assets but whether or not the ECB should take a role in promoting the SRI market through “green QE” divided the group.,13 Jan 2020,https://www.globalcapital.com/article/b1jwdql0mf1dvk/climate-and-digitisation-to-dominate-ssas-2020
CréditAg adds to China debt origination team,Matthew Xu has become an executive director of debt capital markets in Crédit Agricole’s China debt origination and advisory team effective Monday.,13 Jan 2020,https://www.globalcapital.com/article/b1jwd7xjyq9p88/cr233ditag-adds-to-china-debt-origination-team
Investors support Asian bond market boom,Ten more Asian issuers rushed to the dollar bond market on Monday further adding to the record debt issuance seen in the region last week.,13 Jan 2020,https://www.globalcapital.com/article/b1jwc93362wvtn/investors-support-asian-bond-market-boom
ENN Ecological makes debut with $200m loan,Chinese liquefied natural gas supplier ENN Ecological Holdings Co has made its debut in the offshore loan market through Standard Chartered.,13 Jan 2020,https://www.globalcapital.com/article/b1jwc3kl0k6k76/enn-ecological-makes-debut-with-$200m-loan
Luckin Coffee nabs $980m from bigger CB follow-on combo,China’s challenger to Starbucks Luckin Coffee has raised $979.6m after increasing the size of a combined sale of new shares and a convertible bond the first tap of the ADS equity-linked market in 2020.,13 Jan 2020,https://www.globalcapital.com/article/b1jwc103dk71ql/luckin-coffee-nabs-980m-from-bigger-cb-followon-combo
Mexico proving economic prowess says DMO after blow-out bond,Mexico’s head of public credit told GlobalCapital that he felt the government’s economic management was winning over investors after the sovereign notched a heavily oversubscribed dollar deal last week.,13 Jan 2020,https://www.globalcapital.com/article/b1jw9rk1m9txlh/mexico-proving-economic-prowess-says-dmo-after-blowout-bond
Andina to follow Femsa as Lat Am corps show bottle,Embotelladora Andina the third largest Coca-Cola bottler in Latin America and seventh largest in the world will begin a roadshow on Monday ahead of an expected 10 year bond.,13 Jan 2020,https://www.globalcapital.com/article/b1jw9ssggkdgw5/andina-to-follow-femsa-as-lat-am-corps-show-bottle
Yes Bank stock dives as $1.4bn deal wins board nod,Yes Bank's share price collapsed in Monday morning trading after the Indian lender’s board of directors approved a potential billion-dollar equity fundraising.,13 Jan 2020,https://www.globalcapital.com/article/b1jw9vcxbxxy65/yes-bank-stock-dives-as-14bn-deal-wins-board-nod
The week in review: MoF boosts state-owned pension fund status Shenzhen bourse to get new chairman phase one trade deal translation settled,In this round-up the Chinese Ministry of Finance (MoF) transferred 10% of its shares in three large commercial banks to the state-owned social security fund the Shenzhen Stock Exchange is set to welcome a new chairman and the US treasury secretary has denied rumours of inaccurate translation of the phase one trade deal.,13 Jan 2020,https://www.globalcapital.com/article/b1jw9jz2r94cgz/the-week-in-review-mof-boosts-stateowned-pension-fund-status-shenzhen-bourse-to-get-new-chairman-phase-one-trade-deal-translation-settled
Constellis default could drive big CLO losses Moody's says,Over 200 CLOs could be hit with losses as a result of a default by security and defense firm Constellis according to Moody’s.,10 Jan 2020,https://www.globalcapital.com/article/b1jv9cf28lrjmg/constellis-default-could-drive-big-clo-losses-moody39s-says
General Mills raises dough,US food group General Mills sold €200m of short dated notes on Wednesday in its first sole-led deal since 2017.,10 Jan 2020,https://www.globalcapital.com/article/b1jv4r0nx6vd1m/general-mills-raises-dough
Investors pour into Nexi in first trade since IPO,Equity capital markets investors jumped at the chance to buy shares in Nexi the Italian payments company as it returned with its first transaction since IPO.,10 Jan 2020,https://www.globalcapital.com/article/b1jv3vt6xvkt4h/investors-pour-into-nexi-in-first-trade-since-ipo
LSEG hires Roos for capital markets,Murray Roos former joint head of equities at Citi has turned up at London Stock Exchange Group.,10 Jan 2020,https://www.globalcapital.com/article/b1jv3gtwbfmhgr/lseg-hires-roos-for-capital-markets
BBVA picks Friday window for T2 amid 'massive demand' for capital,BBVA founds itself alone in the euro FIG market on Friday as it launched a €1bn tier two bond on the back of €4bn of demand. The deal caps off a busy week for supply in which investors have shown out-sized demand for the highest yielding transactions.,10 Jan 2020,https://www.globalcapital.com/article/b1jv3cs9pshygt/bbva-picks-friday-window-for-t2-amid-39massive-demand39-for-capital
First Watches of Switzerland block prices well,US private equity group Apollo Global Management has completed the first selldown of stock in Watches of Switzerland the UK luxury watches retailer since its flotation on the London Stock Exchange in May last year.,10 Jan 2020,https://www.globalcapital.com/article/b1jv3nd2ljl6tp/first-watches-of-switzerland-block-prices-well
RLB OÖ mandates for 15 year ahead of ‘crowded’ expectations,Raiffeisenlandesbank Oberösterreich has signalled that it will issue a new 15 year covered bond in the euro market next week with the Austrian bank keen to book its spot in an extremely crowded market.,10 Jan 2020,https://www.globalcapital.com/article/b1jv35mntj15b1/rlb-o214-mandates-for-15-year-ahead-of-crowded-expectations
China policy round-up: phase one trade deal coming Safe deputy chief heads to Guangdong State Council urges more support for SMEs,In this round-up Chinese vice premier Liu He will visit Washington DC next Monday until Wednesday the State Administration of Foreign Exchange sends its deputy administrator to Guangdong and the Financial Stability and Development Committee reaffirmed the importance of small and medium-sized enterprises.,10 Jan 2020,https://www.globalcapital.com/article/b1jv1p8c0c28zc/china-policy-roundup-phase-one-trade-deal-coming-safe-deputy-chief-heads-to-guangdong-state-council-urges-more-support-for-smes
China market round-up: CPI inflation moderates Baoshang Bank gets a buyer ICBC to issue capital instruments,In this round-up China’s December consumer price index inflation flattened Anhui-based Huishang Bank is considering taking over 15% of Baoshang Bank and Industrial and Commercial Bank of China is set to sell Rmb80bn ($11.5bn) of offshore perpetual bonds and onshore tier two bonds this year.,10 Jan 2020,https://www.globalcapital.com/article/b1jv1mvt0f2xmj/china-market-roundup-cpi-inflation-moderates-baoshang-bank-gets-a-buyer-icbc-to-issue-capital-instruments
Shriram's social bond gets stellar US support,Shriram Transport Finance Co appealed to investors in the US by selling a social bond that flew off the shelves allowing the Indian non-banking financial company to raise $500m.,10 Jan 2020,https://www.globalcapital.com/article/b1jv15ptm3fld4/shriram39s-social-bond-gets-stellar-us-support
Sunac China and WuXi Bio tap Hong Kong for $1.8bn,Mainland-based property developer Sunac China Holdings has raised HK$8bn ($1.03bn) after issuing a chunk of new shares.,10 Jan 2020,https://www.globalcapital.com/article/b1jv18bd7vx4l3/sunac-china-and-wuxi-bio-tap-hong-kong-for-18bn
AEV debuts after intense price discovery,Price discovery was in focus for a $400m debut bond from Philippine conglomerate Aboitiz Equity Ventures (AEV) on Thursday as the unrated company brought out a rare 10 non-call five year senior deal from the country.,10 Jan 2020,https://www.globalcapital.com/article/b1jv128w65n1f2/aev-debuts-after-intense-price-discovery
Bonds news in brief: LGFVs developers feast on dollars,Improved market conditions and a more realistic pricing target allowed a failed deal in December from a local government financing vehicle (LGFV) to sail through this week while two more property developers joined an offshore funding spree from the sector.,10 Jan 2020,https://www.globalcapital.com/article/b1jv1028gx9vwd/bonds-news-in-brief-lgfvs-developers-feast-on-dollars
PTTEP nabs $350m from 10yr outing,Thailand's PTT Exploration and Production Public Co made a quick return to the debt market on Thursday selling a 10 year bond less than two months after closing a 40 year deal.,10 Jan 2020,https://www.globalcapital.com/article/b1jv0y5dlg651r/pttep-nabs-$350m-from-10yr-outing
Hong Kong IPOs: Jiumaojiu closes hot Huijing prices low,Jiumaojiu International Holdings bagged HK$2.2bn ($283.3m) this week from its IPO after bulging retail and institutional books pushed pricing to the top of guidance according to a source familiar with the matter.,10 Jan 2020,https://www.globalcapital.com/article/b1jv0xbz918sws/hong-kong-ipos-jiumaojiu-closes-hot-huijing-prices-low
MUFG names China corporate banking head,MUFG Bank has hired a veteran Citi banker to lead its corporate banking business in China.,10 Jan 2020,https://www.globalcapital.com/article/b1jv0k45ksx00s/mufg-names-china-corporate-banking-head
BOC lands tight pricing for dollar euro triple-trancher,Bank of China kicked off the year’s supply from Asian lenders by raising close to $2.5bn from three senior bonds in dollars and euros.,10 Jan 2020,https://www.globalcapital.com/article/b1jtzds1k001p4/boc-lands-tight-pricing-for-dollar-euro-tripletrancher
Banks tune in to Tencent’s Universal Music acquisition loan,Chinese technology company Tencent Holdings is set to sign a €1bn club loan to support its acquisition of a stake in Universal Music Group.,10 Jan 2020,https://www.globalcapital.com/article/b1jtzg5m53xwxr/banks-tune-in-to-tencents-universal-music-acquisition-loan
Yuexiu scores second interbank Panda bond,Yuexiu Transport Infrastructure a Hong Kong-listed investor and operator of highways and bridges in China's Guangdong province sealed its second Rmb1bn ($144m) Panda bond on Thursday.,10 Jan 2020,https://www.globalcapital.com/article/b1jtz0jkbx4w5h/yuexiu-scores-second-interbank-panda-bond
Sustainability loans need rating agencies,The sustainability-linked loan market is a glorious mess.,10 Jan 2020,https://www.globalcapital.com/article/b1jtwsl1wst787/sustainability-loans-need-rating-agencies
LMA to guide banks on how to avoid greenwashing in sustainable loans,The loan market’s trade bodies are preparing to give new guidance about how to ensure sustainability-linked loans — in which borrowers can get a margin reduction if they hit sustainability targets — are genuinely “ambitious”. Bankers want to protect the market from rising concerns that some deals’ terms are too easy on the borrowers.,09 Jan 2020,https://www.globalcapital.com/article/b1jtwd25nfjlrz/lma-to-guide-banks-on-how-to-avoid-greenwashing-in-sustainable-loans
Mexico leads out Lat Am’s leap for liquidity,Mexico returned to its role of opening Latin American bond markets for the year on Monday triggering a slew of issuance from the region as bankers predict the bulk of 2020 supply will come in the first half.,09 Jan 2020,https://www.globalcapital.com/article/b1jtw0c19nz4gs/mexico-leads-out-lat-ams-leap-for-liquidity
TPL kicks off Colombia as Bancolombia seeks refi,Generation company Termocandelaria Power Limited (TPL) returned to capital markets on Thursday to start Colombian bond issuance for the year. The sovereign is expected to follow suit soon.,09 Jan 2020,https://www.globalcapital.com/article/b1jtvp84plxcq9/tpl-kicks-off-colombia-as-bancolombia-seeks-refi
Finanzagentur sure green Bunds will be liquid,Germany’s debt management office the Finanzagentur is confident its green bonds will be liquid when the first issue is launched in the second half of 2020 and has high hopes that they will trade tightly relative to ordinary Bunds. Its innovative plan to use a “twin bond” structure is designed to reassure investors and remove any doubt about liquidity.,09 Jan 2020,https://www.globalcapital.com/article/b1jtvp4nxkq8qv/finanzagentur-sure-green-bunds-will-be-liquid
Danske Bank GBP750m 2.25% Jan 28,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv2jxt7pq0m/danske-bank-gbp750m-225-jan-28
BNP Paribas GBP850m 1.875% Dec 27,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv2s3tnbzsd/bnp-paribas-gbp850m-1875-dec-27
UniCredit EUR1.25bn 2.731% Jan 32 tier two,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv3ccl9s0yc/unicredit-eur125bn-2731-jan-32-tier-two
Crédit Agricole EUR1.25bn 0.875% Jan 32 senior,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv304bz570m/cr233dit-agricole-eur125bn-0875-jan-32-senior
BNP Paribas EUR1bn 1.125% Jan 32 tier two,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv2qkv6168b/bnp-paribas-eur1bn-1125-jan-32-tier-two
BBVA EUR1bn 0.5% Jan 27,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv25vwfbwvj/bbva-eur1bn-05-jan-27
Banque Fédérative du Crédit Mutuel EUR1bn 0.75% Jan 30,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv1xsgqs5pm/banque-f233d233rative-du-cr233dit-mutuel-eur1bn-075-jan-30
Chileans storm back to bonds to shrug off political uncertainty,Four Chilean issuers raised dollar funding in the first three days of the first full week of 2020 as hefty order books suggested investors shared the government’s confidence in the country’s outlook.,09 Jan 2020,https://www.globalcapital.com/article/b1jtv285ntxzbn/chileans-storm-back-to-bonds-to-shrug-off-political-uncertainty
ABN Amro EUR1.25bn 0.6% Jan 27,,09 Jan 2020,https://www.globalcapital.com/article/b1jtv1lqb358q5/abn-amro-eur125bn-06-jan-27
January sales draw huge orders,More than $30bn of dollar high grade bonds were printed in the US in the first four working days of 2020 as the year got off to a scorching start.,09 Jan 2020,https://www.globalcapital.com/article/b1jtv2by1l8rxr/january-sales-draw-huge-orders
Issuers flock to long ends in covered bonds,Issuers this week have steered clear of negative yielding covered bonds choosing longer maturities for their securities. Crédit Agricole Italia went as far as 25 years while on the other end was Santander UK marketing a seven year tenor.,09 Jan 2020,https://www.globalcapital.com/article/b1jttvcjlzj29w/issuers-flock-to-long-ends-in-covered-bonds
Brexit is just beginning,While voters who wanted to get Brexit done won a clear path to leave the European Union in December’s general election the financial industry should be preparing itself for a protracted period of scattered and gruelling negotiations.,09 Jan 2020,https://www.globalcapital.com/article/b1jtts7sgy9wx1/brexit-is-just-beginning
ESMA releases reaction to Nasdaq CCP blow-up,The European Securities and Markets Authority has published the outcome of its analysis and follow up actions on central clearing counterparties' membership criteria and due diligence in the wake of the 2018 default at Nasdaq Clearing.,09 Jan 2020,https://www.globalcapital.com/article/b1jtttbq2vyk31/esma-releases-reaction-to-nasdaq-ccp-blow-up
Portugal EUR4bn 0.475% Oct 30,,09 Jan 2020,https://www.globalcapital.com/article/b1jtthn09k8yvk/portugal-eur4bn-0475-oct-30
FIG bankers take heart from resilient secondaries,DCM officials were encouraged by the sight of new bank bonds performing well in the secondary market this week amid a deluge of new issuance from the sector.,09 Jan 2020,https://www.globalcapital.com/article/b1jtv0yfc2skxd/fig-bankers-take-heart-from-resilient-secondaries
2020 consumer ABS starts strong as buyers pile into new deals,The consumer ABS market is off to a strong start with new issues coming out back to back and leaving the pipeline just as fast. The strong demand is being driven by investors' view of ABS as cheap alternative to corporates which have rallied since the fourth quarter of last year.,09 Jan 2020,https://www.globalcapital.com/article/b1jttkszf670ck/2020-consumer-abs-starts-strong-as-buyers-pile-into-new-deals
Yankees burst off the blocks in 2020,Yankee banks set a scorching pace for issuance in the first week of 2020 as they took advantage of red-hot funding conditions.,09 Jan 2020,https://www.globalcapital.com/article/b1jttmd5vz6grg/yankees-burst-off-the-blocks-in-2020
Land NRW EUR1.3bn 1.375% Jan 20,,09 Jan 2020,https://www.globalcapital.com/article/b1jttj2kxb3005/land-nrw-eur13bn-1375-jan-20
Ireland EUR4bn 0.4% Jan 25,,09 Jan 2020,https://www.globalcapital.com/article/b1jttdwkfktwdm/ireland-eur4bn-04-jan-25
BNG EUR2bn 0.1% Jan 30,,09 Jan 2020,https://www.globalcapital.com/article/b1jtth1xsck3pp/bng-eur2bn-01-jan-30
World Bank USD3.5bn 1.625% Jan 25,,09 Jan 2020,https://www.globalcapital.com/article/b1jttghkjchkmp/world-bank-usd35bn-1625-jan-25
NWB USD2bn 1.75% Jan 25,,09 Jan 2020,https://www.globalcapital.com/article/b1jttfz9rvg4pm/nwb-usd2bn-175-jan-25
Banks tap exceptional markets to get tricky deals out of the way,A big first week back for FIG issuers has seen many of them break with tradition and prioritise their riskiest transactions feeding them into an investor base that is abundant with cash and hungry for yield writes Tyler Davies.,09 Jan 2020,https://www.globalcapital.com/article/b1jttcklt7lsxc/banks-tap-exceptional-markets-to-get-tricky-deals-out-of-the-way
Euro SSA market reopens with a bang,The euro public sector bond market kicked off in style this week as investors put cash to work following a lack of supply in the fourth quarter of 2019 fuelling record book sizes and minimal concessions.,09 Jan 2020,https://www.globalcapital.com/article/b1jttgs1cyrkzb/euro-ssa-market-reopens-with-a-bang
MuniFin EUR1.5bn 0% Nov 24,,09 Jan 2020,https://www.globalcapital.com/article/b1jttfk5bjr2lh/munifin-eur15bn-0-nov-24
KfW EUR5bn 0% Feb 25,,09 Jan 2020,https://www.globalcapital.com/article/b1jttdc2xk7cg1/kfw-eur5bn-0-feb-25
EIB USD4bn 1.625% Mar 25,,09 Jan 2020,https://www.globalcapital.com/article/b1jttcvqfcgwlh/eib-usd4bn-1625-mar-25
Banks flock to sterling in 'delayed reaction' to Brexit election,Foreign and domestic banks flocked to the UK this week as they sought to take advantage of stellar funding conditions in the sterling market. Bankers said this was the first chance issuers had to benefit from opportunities in the currency following December’s general election which removed a lot of short-term uncertainty around Brexit.,09 Jan 2020,https://www.globalcapital.com/article/b1jtthxl7ysdqq/banks-flock-to-sterling-in-39delayed-reaction39-to-brexit-election
KfW GBP1.5bn 0.875% Jul 24,,09 Jan 2020,https://www.globalcapital.com/article/b1jttc9bm71xxj/kfw-gbp15bn-0875-jul-24
SSAs and FIG seize sizzling sterling amid Brexit bounce,The sterling bond market usually buoyant enough at the start of a year got a Brexit boost this week allowing public sector borrowers and financial institutions to take full advantage. Investors piled into deals following greater clarity on the UK’s looming exit from the EU but before possible volatility around the January 31 departure date. Burhan Khadbai  and David Freitas report.,09 Jan 2020,https://www.globalcapital.com/article/b1jttclrpc73fv/ssas-and-fig-seize-sizzling-sterling-amid-brexit-bounce
Commodities position limit debate to kick off again as NGOs eye ESMA consultation,As market participants sent in their final responses to the European Securities and Markets Authority's consultation on MiFID II’s commodity derivatives position limits NGOs look set to fight against financial industry suggestions. An Oxfam official said he was “worried and disappointed” by the exercise.,09 Jan 2020,https://www.globalcapital.com/article/b1jtt2sc8vr1yw/commodities-position-limit-debate-to-kick-off-again-as-ngos-eye-esma-consultation
Aker BP flexes new muscles and targets IG buyers,Norwegian oil exploration and production company Aker BP took advantage of its second investment grade rating out of three received in November to position itself as an investment grade issuer and print a dual tranche five and 10 year deal this week.,09 Jan 2020,https://www.globalcapital.com/article/b1jtt5xtjz4mk1/aker-bp-flexes-new-muscles-and-targets-ig-buyers
Supras and agencies notch big wins despite unrest,The public sector debt market has had a superb start to 2020 breaking records right and left in defiance of geopolitical tensions that in previous years would have scuppered the market as it left the dock writes Lewis McLellan.,09 Jan 2020,https://www.globalcapital.com/article/b1jtt5p82902t7/supras-and-agencies-notch-big-wins-despite-unrest
Ashland hits buoyant market to move to unsecured cap stack,Kentucky-based speciality chemicals company Ashland sold a €500m eight year non-call life unsecured high yield issue on Thursday bringing European high yield's first proper deal of the year as part of its efforts to clean up its capital structure and switch to an unsecured financing profile.,09 Jan 2020,https://www.globalcapital.com/article/b1jtt08b4x7wpq/ashland-hits-buoyant-market-to-move-to-unsecured-cap-stack
